종목명,ASVI_수요예측일,ASVI_공모청약일,ASVI_청약일_상장전일_기간,감성점수(평균),기관청약경쟁률,의무보유확약률(%),환율,cd유통수익률,소비자물가지수,생산자물가지수,산업생산지수,경기선행종합지수,소비자심리지수,유통가능물량(백만원),시초가 수익률,밴드수익률
선진뷰티사이언스,0.4738661993744335,1.3250976676735204,0.0594091381722039,0.375,1431,17.83,1097.49,0.68,101.04,101.96,98.0,103.9,95.3,21102.5,1.0,0.0648148148148148
엔비티,1.1428482290756763,1.4354577149159091,0.397531491860434,0.9166666666666666,1425.3,10.7,1097.49,0.68,101.04,101.96,98.0,103.9,95.3,15808.0,1.0,0.2337662337662338
석경에이티,1.5595193375405385,1.621350081433885,0.6979808385881529,0.7272727272727273,1390.29,6.68,1095.13,0.66,100.33,100.84,113.9,103.2,91.0,10000.0,1.0,0.1111111111111111
지놈앤컴퍼니,0.5163615856319854,1.1437407301344744,0.2852366940988686,0.65625,1163.49,9.08,1095.13,0.66,100.33,100.84,113.9,103.2,91.0,80000.0,1.0,0.0526315789473683
프리시젼바이오,1.4139862670972212,1.396229956081632,0.5869971956828299,0.5833333333333334,1231.23,1.62,1095.13,0.66,100.33,100.84,113.9,103.2,91.0,18750.0,1.0,0.0869565217391303
알체라,0.6854549418333469,1.7307505447947429,0.3221834900141747,0.4615384615384615,1315.61,3.88,1095.13,0.66,100.33,100.84,113.9,103.2,91.0,20000.0,1.0,0.1111111111111111
에프앤가이드,0.8837744141922208,1.6418496897250718,0.2662015392871953,0.5,1327.98,7.6,1095.13,0.66,100.33,100.84,113.9,103.2,91.0,11383.33,1.0,0.1965811965811965
티엘비,1.2511052931985611,1.7944858982525238,0.2185116933036121,0.625,1318.82,6.1,1095.13,0.66,100.33,100.84,113.9,103.2,91.0,38000.0,1.0,0.0674157303370786
인바이오,1.120318625870664,1.7565172366667552,0.0688101415368053,0.8,1386.04,8.23,1095.13,0.66,100.33,100.84,113.9,103.2,91.0,9454.0,1.0,0.0642201834862385
퀀타매트릭스,0.9645767106663978,1.4961951683199357,0.0967292878293212,0.425,185.56,4.6,1095.13,0.66,100.33,100.84,113.9,103.2,91.0,43528.5,-0.02,0.1283185840707965
